"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","tenure_group","Churn"
"704","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.55,33.6,"0-12 Month","No"
"705","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.25,208.45,"0-12 Month","No"
"706","Female","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.85,2015.35,"24-48 Month","Yes"
"707","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",59.6,3739.8,"> 60 Month","No"
"708","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.65,2964,"24-48 Month","No"
"709","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.3,2263.4,"24-48 Month","No"
"710","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",80.1,2211.8,"24-48 Month","No"
"711","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"0-12 Month","Yes"
"712","Female","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",81,1683.7,"12-24 Month","No"
"713","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",24.7,1519,"48-60 Month","No"
"714","Female","No","No","Yes","Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",86,1164.05,"12-24 Month","No"
"715","Male","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.4,1710.9,"> 60 Month","No"
"716","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.15,4245.55,"24-48 Month","No"
"717","Female","No","Yes","No","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",58.25,4145.9,"> 60 Month","No"
"718","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.65,2664.3,"24-48 Month","No"
"719","Female","No","No","No","No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.35,1277.5,"24-48 Month","No"
"720","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.35,5589.3,"> 60 Month","No"
"721","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.2,34.75,"0-12 Month","No"
"722","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.55,1305.95,"> 60 Month","No"
"723","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.95,381.3,"0-12 Month","Yes"
"724","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.35,141.5,"0-12 Month","Yes"
"725","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.5,3105.55,"24-48 Month","Yes"
"726","Male","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",21.25,204.55,"0-12 Month","No"
"727","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",26.25,605.9,"12-24 Month","No"
"728","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.85,356.1,"0-12 Month","No"
"729","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",91.7,2758.15,"24-48 Month","Yes"
"730","Male","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",74.2,4805.65,"> 60 Month","No"
"731","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",87.25,3941.7,"24-48 Month","Yes"
"732","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,92.75,"0-12 Month","No"
"733","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,1901.05,"24-48 Month","No"
"734","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)",79.05,5730.7,"> 60 Month","No"
"735","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",90.15,2423.4,"24-48 Month","No"
"736","Male","No","Yes","Yes","No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",50.6,1653.45,"24-48 Month","No"
"737","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",110.45,3327.05,"24-48 Month","No"
"738","Male","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",101,7085.5,"> 60 Month","No"
"739","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.35,3344.1,"24-48 Month","No"
"740","Female","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89.85,6697.35,"> 60 Month","No"
"741","Female","No","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Mailed check",65,2879.9,"24-48 Month","No"
"742","Female","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",80.45,137.1,"0-12 Month","No"
"743","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",98.55,1008.55,"0-12 Month","Yes"
"744","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.1,1551.6,"> 60 Month","No"
"745","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.05,202.15,"0-12 Month","No"
"746","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.8,7882.25,"> 60 Month","No"
"747","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.95,8196.4,"> 60 Month","No"
"748","Female","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",75.05,202.9,"0-12 Month","No"
"749","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.25,855.1,"24-48 Month","No"
"750","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",90.05,5817,"> 60 Month","No"
"751","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",56.7,1652.95,"24-48 Month","No"
"752","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",80.15,5600.15,"> 60 Month","No"
"753","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",71.35,515.75,"0-12 Month","No"
"755","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",90.35,190.5,"0-12 Month","No"
"756","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.55,1842.8,"12-24 Month","Yes"
"757","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.7,1253.8,"> 60 Month","No"
"758","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,57.2,"0-12 Month","No"
"759","Female","No","No","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.9,1269.55,"12-24 Month","Yes"
"760","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",90.35,6563.4,"> 60 Month","No"
"761","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.8,20.8,"0-12 Month","No"
"762","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",89.25,1907.85,"12-24 Month","Yes"
"763","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,208.85,"0-12 Month","Yes"
"764","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",66.85,4758.8,"> 60 Month","No"
"765","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.9,1292.6,"> 60 Month","No"
"766","Female","No","No","No","No","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",35.8,363.15,"0-12 Month","No"
"767","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",78.85,1600.25,"12-24 Month","No"
"768","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.4,275.7,"12-24 Month","No"
"769","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",74.25,3089.1,"24-48 Month","No"
"770","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","No","No","Yes","One year","No","Mailed check",64.8,1175.6,"12-24 Month","No"
"771","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20.45,237.3,"0-12 Month","No"
"772","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.35,1444.65,"12-24 Month","Yes"
"773","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.9,19.9,"0-12 Month","Yes"
"774","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",88.9,454.15,"0-12 Month","Yes"
"775","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",95.8,3036.75,"24-48 Month","Yes"
"776","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",110.65,8065.65,"> 60 Month","No"
"777","Female","No","Yes","Yes","No","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","No","Mailed check",40.3,92.5,"0-12 Month","No"
"778","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",82,184.65,"0-12 Month","Yes"
"779","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",107,6152.3,"48-60 Month","No"
"780","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.35,89.5,"0-12 Month","Yes"
"781","Male","No","Yes","Yes","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",73.35,5154.5,"> 60 Month","No"
"782","Female","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.8,220.45,"0-12 Month","No"
"783","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",54.75,1510.3,"24-48 Month","No"
"784","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",52.2,52.2,"0-12 Month","Yes"
"785","Male","No","No","Yes","No","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",40.6,2588.95,"> 60 Month","No"
"786","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",110,4874.8,"24-48 Month","Yes"
"787","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)",55.3,3983.6,"> 60 Month","No"
"788","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",60.85,2003.6,"24-48 Month","No"
"789","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Electronic check",78.4,1832.4,"12-24 Month","No"
"790","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.65,4908.25,"> 60 Month","No"
"791","Female","No","Yes","Yes","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",59.85,3590.2,"48-60 Month","No"
"792","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",76.9,5023,"> 60 Month","No"
"793","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.85,146.6,"0-12 Month","No"
"794","Female","No","No","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",67.65,2339.3,"24-48 Month","No"
"795","Female","No","No","No","No","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",45,298.7,"0-12 Month","No"
"796","Male","No","Yes","No","Yes","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",64.2,143.65,"0-12 Month","No"
"797","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",81.7,2548.65,"24-48 Month","No"
"798","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.55,507.4,"12-24 Month","No"
"799","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",20,20,"0-12 Month","No"
"800","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",96.75,6125.4,"> 60 Month","Yes"
"801","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",75.65,5411.4,"> 60 Month","No"
"802","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,1058.25,"0-12 Month","Yes"
"803","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",23.8,903.8,"24-48 Month","No"
"804","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",64.2,3009.5,"24-48 Month","No"
"805","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.35,489.45,"0-12 Month","Yes"
"806","Female","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",76.8,5468.45,"> 60 Month","No"
"807","Male","No","No","No","Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",55.2,1058.1,"12-24 Month","No"
"808","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.55,7616,"> 60 Month","No"
"809","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.3,4113.1,"24-48 Month","Yes"
"810","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,69.55,"0-12 Month","Yes"
"811","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.25,6017.65,"48-60 Month","Yes"
"812","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104,7250.15,"> 60 Month","Yes"
"813","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Electronic check",25.25,1108.2,"24-48 Month","No"
"814","Male","No","Yes","Yes","No","No","DSL","Yes","No","No","No","No","No","One year","No","Bank transfer (automatic)",30.4,938.65,"24-48 Month","No"
"815","Male","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.05,94.15,"0-12 Month","No"
"816","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",84.6,2088.05,"24-48 Month","No"
"817","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",86.2,178.7,"0-12 Month","Yes"
"818","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.7,5656.75,"48-60 Month","No"
"819","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.2,2317.1,"12-24 Month","Yes"
"820","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",88,5986.45,"> 60 Month","No"
"821","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.35,6751.35,"> 60 Month","No"
"822","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.15,3566.6,"24-48 Month","No"
"823","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.1,4889.3,"24-48 Month","No"
"824","Male","No","No","No","Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",63.95,318.1,"0-12 Month","No"
"825","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.8,1563.95,"> 60 Month","No"
"826","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.45,1430.25,"12-24 Month","Yes"
"827","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.6,644.35,"0-12 Month","Yes"
"828","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.55,372.45,"12-24 Month","No"
"829","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","No","Electronic check",90.95,5453.4,"48-60 Month","Yes"
"830","Male","No","Yes","Yes","No","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",44.85,1442.6,"24-48 Month","No"
"831","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Electronic check",108.55,5610.7,"48-60 Month","Yes"
"832","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.05,963.95,"24-48 Month","No"
"833","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",74.1,5222.3,"> 60 Month","No"
"834","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",88.8,3340.55,"24-48 Month","No"
"835","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.85,292.8,"0-12 Month","Yes"
"836","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.25,5774.55,"48-60 Month","No"
"837","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",71.4,4487.3,"> 60 Month","No"
"838","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.4,44.4,"0-12 Month","Yes"
"839","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",79.2,2854.95,"24-48 Month","No"
"840","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.4,905.55,"24-48 Month","No"
"841","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",100,5509.3,"48-60 Month","Yes"
"842","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",105,7589.8,"> 60 Month","No"
"843","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.8,229.6,"0-12 Month","Yes"
"844","Female","No","No","No","No","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.85,394.1,"12-24 Month","No"
"845","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.9,89.9,"0-12 Month","Yes"
"846","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.55,295.95,"12-24 Month","No"
"847","Female","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.85,5459.2,"> 60 Month","No"
"848","Female","No","Yes","Yes","No","No","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",33.15,444.75,"0-12 Month","No"
"849","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92,6782.15,"> 60 Month","No"
"850","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.8,6510.45,"> 60 Month","No"
"851","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.8,8476.5,"> 60 Month","No"
"852","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",85.15,4461.85,"48-60 Month","No"
"853","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.85,62,"0-12 Month","No"
"854","Female","No","No","No","Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",64.35,352.65,"0-12 Month","No"
"855","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.5,1424.9,"> 60 Month","No"
"856","Female","No","No","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",100.15,6413.65,"> 60 Month","Yes"
"857","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.05,6309.65,"> 60 Month","No"
"858","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",50.8,50.8,"0-12 Month","Yes"
"859","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","Electronic check",89,5898.6,"> 60 Month","No"
"860","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.8,4719.75,"> 60 Month","No"
"861","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.8,457.3,"24-48 Month","No"
"862","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",93.4,5822.3,"> 60 Month","No"
"863","Male","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",73.65,1463.5,"12-24 Month","Yes"
"864","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.1,307.4,"0-12 Month","Yes"
"865","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.65,2104.55,"12-24 Month","Yes"
"866","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",80.6,319.15,"0-12 Month","Yes"
"867","Male","No","Yes","No","No","No","DSL","No","No","No","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",39,2337.45,"> 60 Month","No"
"868","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.5,104.3,"0-12 Month","No"
"869","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","One year","No","Electronic check",85.55,5084.65,"48-60 Month","Yes"
"870","Male","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",26.4,121.25,"0-12 Month","No"
"871","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",98.2,7015.9,"> 60 Month","No"
"872","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",97.55,5598,"48-60 Month","No"
"873","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.95,1269.1,"> 60 Month","No"
"874","Female","No","No","No","No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.8,3027.4,"48-60 Month","Yes"
"875","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",99.7,4634.35,"24-48 Month","No"
"876","Female","No","No","No","No","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",34.8,113.95,"0-12 Month","No"
"877","Female","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",105.1,1582.75,"12-24 Month","Yes"
"878","Female","No","No","Yes","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",60.15,3077,"48-60 Month","No"
"879","Female","No","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","One year","No","Electronic check",64.75,4039.5,"48-60 Month","No"
